id,name,weight,height,armSpan,legSwing,weightCategory.id,weightCategory.name,dateOfBirth,country,city,timezone
1109,Chris Heatherly,70.31,175.26,172.72,101.7,7,Средний вес,1987-11-24,USA,Cahokia,
1110,Humberto Brown,65.77,177.8,180.34,101.7,4,Полулегкий вес,1984-11-03,,,
1111,Charlie Brenneman,70.31,177.8,182.88,101.7,6,Полусредний вес,1981-02-09,USA,Hollidaysburg,America/New_York
1112,Tim Gorman,61.24,165.1,172.72,101.7,4,Полулегкий вес,1983-04-29,USA,Winterset,
1113,Wagner Silva,77.11,182.88,180.34,101.7,7,Средний вес,1987-02-07,Brazil,Vicosa,America/Sao_Paulo
1114,Guto Inocente,92.99,190.5,195.58,101.7,8,Полутяжелый вес,1986-05-29,Brazil,Brasilia,America/Sao_Paulo
1115,Vagner Rocha,70.31,177.8,185.42,101.7,6,Полусредний вес,1982-06-06,Brazil,Rio de Janeiro,America/Sao_Paulo
1116,Luke Zachrich,83.91,187.96,187.96,101.7,7,Средний вес,1981-12-19,USA,,America/New_York
1117,Jumabieke Tuerxun,61.24,170.18,170.18,101.7,4,Полулегкий вес,1986-04-17,,,
1118,Naoyuki Kotani,70.31,172.72,167.64,101.7,6,Полусредний вес,1981-12-08,Japan,Yokosuka,Asia/Tokyo
1119,Fabricio Camoes,70.31,177.8,185.42,101.7,6,Полусредний вес,1978-12-23,Brazil,Rio de Janeiro,America/Sao_Paulo
1120,Bruno Santos,83.91,175.26,175.26,101.7,7,Средний вес,1987-07-17,Brazil,Lauro de Freitas,America/Sao_Paulo
1121,Anthony Njokuani,70.31,185.42,190.5,101.7,6,Полусредний вес,1980-03-01,Nigeria,Enugu,Africa/Lagos
1122,Tor Troeng,83.91,187.96,195.58,101.7,7,Средний вес,1983-01-25,Sweden,Umea,Europe/Stockholm
1123,Ernest Chavez,65.77,172.72,177.8,101.7,6,Полусредний вес,1983-06-27,USA,,America/New_York
1124,Amir Sadollah,77.11,177.8,187.96,101.7,7,Средний вес,1980-08-27,USA,Brooklyn,America/New_York
1125,Takenori Sato,77.11,177.8,180.34,101.7,7,Средний вес,1985-06-08,Japan,Akita,Asia/Tokyo
1126,Johnny Bedford,61.24,177.8,180.34,101.7,4,Полулегкий вес,1983-01-06,USA,Woodville,America/New_York
1127,Francis Carmont,92.99,190.5,198.12,101.7,7,Средний вес,1981-10-11,France,Paris,Europe/Paris
1128,Aaron Phillips,61.24,175.26,177.8,101.7,4,Полулегкий вес,1989-08-05,USA,,America/New_York
1129,Cung Le,83.91,175.26,175.26,101.7,7,Средний вес,1972-05-25,Vietnam,Saigon,Asia/Ho_Chi_Minh
1130,Jianping Yang,65.77,170.18,165.1,101.7,4,Полулегкий вес,1988-11-27,,,
1131,An Ying Wang,77.11,182.88,182.88,101.7,7,Средний вес,1991-04-04,,,
1132,Roland Delorme,61.24,175.26,180.34,101.7,4,Полулегкий вес,1983-12-18,Canada,Winnipeg,America/Winnipeg
1133,Royston Wee,61.24,170.18,170.18,101.7,4,Полулегкий вес,1986-11-15,Singapore,,Asia/Singapore
1134,Kyle Kingsbury,92.99,193.04,193.04,101.7,8,Полутяжелый вес,1982-03-22,USA,San Jose,America/Los_Angeles
1135,Hernani Perpetuo,77.11,182.88,187.96,101.7,7,Средний вес,1985-05-24,Brazil,Rio de Janeiro,America/Sao_Paulo
1136,Steven Siler,65.77,180.34,177.8,101.7,4,Полулегкий вес,1987-02-15,USA,Anaheim,America/Los_Angeles
1137,Phil Harris,56.7,162.56,162.56,101.7,2,Наилегчайший вес,1983-09-04,England,Portsmouth,Europe/London
1138,Cody Donovan,92.99,190.5,187.96,101.7,8,Полутяжелый вес,1981-02-20,USA,Waterloo,America/Chicago
1139,Mike King,83.91,190.5,190.5,101.7,7,Средний вес,1983-08-04,USA,Dresden,Europe/Berlin
1140,Pat Healy,70.31,182.88,187.96,101.7,7,Средний вес,1983-07-20,USA,St. Louis,America/New_York
1141,Jesse Ronson,70.31,177.8,182.88,101.7,6,Полусредний вес,1985-12-24,Canada,London,Europe/London
1142,Robert Drysdale,92.99,190.5,198.12,101.7,8,Полутяжелый вес,1981-10-05,USA,Provo,America/Denver
1143,George Roop,61.24,185.42,182.88,101.7,4,Полулегкий вес,1981-11-10,USA,Tucson,America/Phoenix
1144,Guilherme Vasconcelos,83.91,182.88,187.96,101.7,7,Средний вес,1986-03-23,,,
1145,Colton Smith,70.31,182.88,180.34,101.7,6,Полусредний вес,1987-08-14,USA,,America/New_York
1146,Roldan Sangcha-an,56.7,162.56,165.1,101.7,2,Наилегчайший вес,1990-12-04,Philippines,,Asia/Manila
1147,Dashon Johnson,65.77,170.18,177.8,101.7,4,Полулегкий вес,1988-01-25,USA,,America/New_York
1148,Mike Easton,61.24,167.64,177.8,101.7,4,Полулегкий вес,1984-01-25,USA,Anacostia,America/New_York
1149,Jason High,70.31,172.72,180.34,101.7,6,Полусредний вес,1981-10-12,USA,,America/New_York
1150,Bobby Voelker,77.11,182.88,190.5,101.7,7,Средний вес,1979-04-26,USA,,America/New_York
1151,Lance Benoist,77.11,180.34,185.42,101.7,7,Средний вес,1988-08-26,USA,St. Louis,America/New_York
1152,Paulo Thiago,77.11,180.34,185.42,101.7,7,Средний вес,1981-01-25,Brazil,Brasilia,America/Sao_Paulo
1153,Ben Wall,70.31,177.8,185.42,101.7,6,Полусредний вес,1989-03-25,Australia,Brisbane,Australia/Brisbane
1154,Anthony Lapsley,77.11,175.26,180.34,101.7,7,Средний вес,1980-02-13,USA,,America/New_York
1155,Estevan Payan,65.77,177.8,182.88,101.7,4,Полулегкий вес,1982-03-14,USA,,America/New_York
1156,Mark Bocek,70.31,172.72,190.5,101.7,6,Полусредний вес,1981-10-24,Canada,Toronto,America/Toronto
1157,Thiago Perpetuo,77.11,177.8,180.34,101.7,7,Средний вес,1987-12-14,Brazil,Santo Andre,America/Sao_Paulo
1158,Jake Shields,77.11,182.88,182.88,101.7,7,Средний вес,1979-01-09,USA,Mountain Ranch,America/New_York
1159,Will Campuzano,56.7,175.26,177.8,101.7,2,Наилегчайший вес,1986-05-27,Mexico,Acapulco,America/Mexico_City
1160,Bubba McDaniel,83.91,190.5,190.5,101.7,7,Средний вес,1983-05-03,USA,,America/New_York
1161,Daniel Pineda,65.77,170.18,175.26,101.7,4,Полулегкий вес,1985-08-06,USA,Dallas,America/Chicago
1162,Melvin Guillard,70.31,175.26,172.72,101.7,6,Полусредний вес,1983-03-30,USA,New Orleans,America/Chicago
1163,Cyrille Diabate,92.99,198.12,205.74,101.7,8,Полутяжелый вес,1973-10-06,France,La Celle-Saint-Cloud,Europe/Paris
1164,Danny Mitchell,77.11,187.96,187.96,101.7,7,Средний вес,1986-08-08,England,,
1165,Ivan Menjivar,65.77,167.64,162.56,101.7,6,Полусредний вес,1982-05-30,El Salvador,La Paz,America/Mazatlan
1166,Nam Phan,61.24,167.64,177.8,101.7,4,Полулегкий вес,1983-03-13,USA,Fountain Valley,America/New_York
1167,Albert Cheng,77.11,180.34,180.34,101.7,7,Средний вес,1985-02-07,Canada,Toronto,America/Toronto
1168,TJ Waldburger,77.11,180.34,190.5,101.7,7,Средний вес,1988-04-25,USA,Temple,America/Chicago
1169,Rafaello Oliveira,70.31,172.72,180.34,101.7,6,Полусредний вес,1982-01-26,Brazil,Recife,America/Recife
1170,Cristiano Marcello,70.31,175.26,182.88,101.7,6,Полусредний вес,1977-12-03,Brazil,Rio de Janeiro,America/Sao_Paulo
1171,Nick Catone,83.91,182.88,182.88,101.7,7,Средний вес,1981-09-01,USA,Englewood,America/New_York
1172,Mike Rio,70.31,177.8,180.34,101.7,6,Полусредний вес,1981-07-06,USA,Miami,America/New_York
1173,Junior Hernandez,61.24,175.26,175.26,101.7,4,Полулегкий вес,1986-07-22,Peru,,America/Lima
1174,Brian Houston,83.91,187.96,198.12,101.7,7,Средний вес,1981-04-26,USA,Riverdale,Asia/Tbilisi
1175,Quinn Mulhern,70.31,190.5,193.04,101.7,6,Полусредний вес,1984-09-20,USA,Santa Cruz,America/Argentina/Rio_Gallegos
1176,Shunichi Shimizu,61.24,165.1,167.64,101.7,4,Полулегкий вес,1985-01-31,Japan,Tokyo,Asia/Tokyo
1177,Will Chope,65.77,193.04,193.04,101.7,4,Полулегкий вес,1990-09-08,USA,Martinez,America/New_York
1178,Dave Galera,61.24,180.34,183.0,101.7,4,Полулегкий вес,1978-01-12,USA,Santa Clara,America/Havana
1179,Chris Leben,83.91,180.34,187.96,101.7,7,Средний вес,1980-07-21,USA,Portland,America/Los_Angeles
1180,Mac Danzig,70.31,172.72,177.8,101.7,6,Полусредний вес,1980-01-02,USA,Cleveland,America/New_York
1181,Cody McKenzie,70.31,182.88,182.88,101.7,6,Полусредний вес,1987-12-16,USA,Cordova,America/Anchorage
1182,Roger Bowling,70.31,175.26,172.72,101.7,6,Полусредний вес,1982-12-05,USA,Neville,America/New_York
1183,Darren Uyenoyama,56.7,167.64,162.56,101.7,2,Наилегчайший вес,1979-10-15,USA,,America/New_York
1184,Julie Kedzie,61.24,165.1,162.56,101.7,12,Женский легчайший вес,1981-03-18,USA,Bloomington,America/Indiana/Indianapolis
1185,Pat Barry,106.59,180.34,187.96,101.7,9,Тяжелый вес,1979-07-07,USA,New Orleans East,America/New_York
1186,Nick Ring,83.91,182.88,187.96,101.7,7,Средний вес,1979-02-10,USA,Cedar Falls,America/New_York
1187,Peggy Morgan,61.24,185.42,177.8,101.7,12,Женский легчайший вес,1979-12-16,USA,,America/New_York
1188,Chael Sonnen,92.99,185.42,187.96,101.7,8,Полутяжелый вес,1977-04-03,USA,Milwaukie,America/New_York
1189,Edwin Figueroa,61.24,170.18,175.26,101.7,4,Полулегкий вес,1984-07-31,USA,McKinney,America/New_York
1190,Jose Maria,56.7,165.1,165.1,101.7,2,Наилегчайший вес,1982-01-04,,,
1191,Alessio Sakara,83.91,182.88,182.88,101.7,7,Средний вес,1981-09-02,Italy,Rome,America/Los_Angeles
1192,Rosi Sexton,61.24,160.02,160.02,101.7,12,Женский легчайший вес,1977-07-16,England,Manchester,Europe/London
1193,Michael Kuiper,83.91,182.88,185.42,101.7,7,Средний вес,1989-06-07,Netherlands,Rotterdam,Europe/Amsterdam
1194,George Sotiropoulos,70.31,177.8,180.34,101.7,6,Полусредний вес,1977-07-09,Australia,Geelong,Australia/Melbourne
1195,Jeremy Larsen,65.77,177.8,177.8,101.7,4,Полулегкий вес,1984-05-18,USA,,America/New_York
1196,Dustin Pague,61.24,175.26,187.96,101.7,4,Полулегкий вес,1987-08-05,USA,Harrisburg,America/Chicago
1197,Joey Beltran,83.91,185.42,190.5,101.7,8,Полутяжелый вес,1981-12-08,USA,San Diego,America/Los_Angeles
1198,Rousimar Palhares,77.11,172.72,180.34,101.7,7,Средний вес,1980-02-26,Brazil,Dores do Indaiá,America/Sao_Paulo
1199,Iliarde Santos,56.7,165.1,167.64,101.7,2,Наилегчайший вес,1980-09-25,Brazil,Belem,America/Belem
1200,Mike Ricci,70.31,182.88,195.58,101.7,6,Полусредний вес,1986-03-18,Canada,Montreal,America/Montreal
1201,Nandor Guelmino,104.33,190.5,193.04,101.7,9,Тяжелый вес,1975-12-20,Austria,,Europe/Vienna
1202,Marcos Vinicius,56.7,175.26,177.8,101.7,2,Наилегчайший вес,1979-12-05,Brazil,,America/Sao_Paulo
1203,Yuri Villefort,77.11,182.88,185.42,101.7,7,Средний вес,1991-03-23,Brazil,Brasilia,America/Sao_Paulo
1204,Keith Wisniewski,77.11,182.88,190.5,101.7,7,Средний вес,1981-10-25,USA,Muenster,Europe/Berlin
1205,Brandon Vera,104.33,190.5,193.04,101.7,9,Тяжелый вес,1977-10-10,USA,Norfolk,America/Chicago
1206,Ryan Couture,70.31,177.8,190.5,101.7,6,Полусредний вес,1982-08-27,USA,Edmonds,America/New_York
1207,Jared Hamman,83.91,190.5,190.5,101.7,7,Средний вес,1982-03-07,USA,Atascadero,America/New_York
1208,Brian Melancon,77.11,172.72,182.88,101.7,7,Средний вес,1982-05-28,USA,,America/New_York
1209,Papy Abedi,83.91,180.34,187.96,101.7,7,Средний вес,1978-06-30,Democratic Republic of Congo,Kinshasa,Africa/Kinshasa
1210,James Head,77.11,185.42,185.42,101.7,7,Средний вес,1984-02-09,USA,Highland,America/New_York
1211,Benny Alloway,77.11,180.34,190.5,101.7,7,Средний вес,1981-02-19,Australia,,Australia/Brisbane
1212,Mike Brown,65.77,167.64,177.8,101.7,4,Полулегкий вес,1975-09-08,USA,Portland,America/Los_Angeles
1213,Vinny Magalhaes,92.99,190.5,190.5,101.7,8,Полутяжелый вес,1984-07-02,Brazil,Rio de Janeiro,America/Sao_Paulo
1214,Sheila Gaff,61.24,165.1,157.48,101.7,12,Женский легчайший вес,1989-12-29,Germany,,Europe/Berlin
1215,Ednaldo Oliveira,92.99,195.58,195.58,101.7,8,Полутяжелый вес,1984-02-19,Brazil,Bahia,America/Sao_Paulo
1216,Josh Clopton,65.77,167.64,172.72,101.7,4,Полулегкий вес,1981-07-11,USA,Columbus,America/Indiana/Indianapolis
1217,Bristol Marunde,77.11,185.42,180.34,101.7,7,Средний вес,1982-04-20,USA,Fairbanks,America/Anchorage
1218,John Albert,61.24,172.72,172.72,101.7,4,Полулегкий вес,1986-10-13,USA,Reno,America/Los_Angeles
1219,Aaron Riley,70.31,172.72,175.26,101.7,6,Полусредний вес,1980-12-09,USA,Tell City,America/New_York
1220,Roger Gracie,83.91,193.04,193.04,101.7,7,Средний вес,1981-09-26,Brazil,Rio de Janeiro,America/Sao_Paulo
1221,Dave Herman,109.77,193.04,193.04,101.7,9,Тяжелый вес,1984-10-03,USA,Fort Wayne,America/Indiana/Indianapolis
1222,John Maguire,70.31,175.26,175.26,101.7,6,Полусредний вес,1983-05-19,United Kingdom,Peterborough,America/Toronto
1223,Karlos Vemola,83.91,182.88,190.5,101.7,7,Средний вес,1985-07-03,Czechoslovakia,Olomouc,Europe/Prague
1224,TJ Grant,70.31,177.8,182.88,101.7,6,Полусредний вес,1984-02-26,Canada,Calgary,America/Edmonton
1225,Brian Bowles,61.24,170.18,177.8,101.7,4,Полулегкий вес,1980-06-22,USA,Charleston,America/New_York
1226,Nah-Shon Burrell,77.11,180.34,185.42,101.7,7,Средний вес,1990-02-05,USA,,America/New_York
1227,John Cholish,70.31,180.34,182.88,101.7,6,Полусредний вес,1983-12-17,USA,Hoboken,America/New_York
1228,Roger Hollett,92.99,180.34,177.8,101.7,8,Полутяжелый вес,1978-10-08,Canada,Halifax,America/Halifax
1229,Azamat Gashimov,56.7,167.64,167.64,101.7,2,Наилегчайший вес,1990-04-07,Russia,Dagestan,Europe/Moscow
1230,Cheick Kongo,108.86,193.04,208.28,101.7,9,Тяжелый вес,1975-05-17,France,Paris,Europe/Paris
1231,Leonard Garcia,65.77,177.8,175.26,101.7,4,Полулегкий вес,1979-07-14,USA,Plainview,America/Chicago
1232,Clifford Starks,83.91,182.88,195.58,101.7,7,Средний вес,1981-04-25,USA,Sacramento,America/Los_Angeles
1233,Gilbert Smith,83.91,175.26,190.5,101.7,7,Средний вес,1981-10-19,USA,,America/New_York
1234,Collin Hart,83.91,185.42,193.04,101.7,7,Средний вес,1989-10-12,USA,,America/New_York
1235,Jimmy Quinlan,83.91,182.88,182.88,101.7,7,Средний вес,1986-05-25,USA,,America/New_York
1236,Justin Lawrence,65.77,172.72,170.18,101.7,4,Полулегкий вес,1990-05-15,USA,Pacific,America/New_York
1237,Bart Palaszewski,65.77,175.26,177.8,101.7,4,Полулегкий вес,1983-05-30,Poland,Warsaw,Europe/Warsaw
1238,Philip De Fries,113.4,195.58,208.28,101.7,9,Тяжелый вес,1986-04-21,,,
1239,Pablo Garza,65.77,185.42,185.42,101.7,4,Полулегкий вес,1983-09-16,USA,Wasco,America/New_York
1240,Adam Cella,77.11,187.96,198.12,101.7,7,Средний вес,1985-06-26,USA,,America/New_York
1241,Chris Spang,77.11,187.96,187.96,101.7,7,Средний вес,1987-11-26,Sweden,Växjö,Europe/Stockholm
1242,Besam Yousef,77.11,180.34,180.34,101.7,7,Средний вес,1985-03-25,Syria,Al-Hassake,Asia/Damascus
1243,Colin Fletcher,70.31,187.96,198.12,101.7,6,Полусредний вес,1983-01-08,England,Sunderland,
1244,Antonio Carvalho,65.77,175.26,172.72,101.7,4,Полулегкий вес,1979-05-30,Canada,Sault Ste. Marie,America/Detroit
1245,Issei Tamura,61.24,165.1,160.02,101.7,4,Полулегкий вес,1984-03-12,Japan,Shinigawa,Asia/Tokyo
1246,Reuben Duran,61.24,170.18,175.26,101.7,4,Полулегкий вес,1983-07-02,USA,Chula Vista,America/New_York
1247,Wanderlei Silva,92.99,180.34,187.96,101.7,8,Полутяжелый вес,1976-07-03,Brazil,Curitiba,America/Sao_Paulo
1248,Brian Stann,92.99,185.42,187.96,101.7,7,Средний вес,1980-09-24,Japan,Yokota Airbase,Asia/Tokyo
1249,Riki Fukuda,83.91,182.88,185.42,101.7,7,Средний вес,1981-01-06,Japan,Shibuya,Asia/Tokyo
1250,Lavar Johnson,108.86,193.04,208.28,101.7,9,Тяжелый вес,1977-06-11,USA,Madera,America/Los_Angeles
1251,Josh Neer,77.11,180.34,182.88,101.7,7,Средний вес,1983-03-24,USA,Des Moines,America/Chicago
1252,Caros Fodor,70.31,175.26,193.04,101.7,6,Полусредний вес,1984-01-07,USA,Shoreline,America/New_York
1253,Anton Kuivanen,70.31,172.72,182.88,101.7,6,Полусредний вес,1984-05-01,Estonia,Parnu,Europe/Tallinn
1254,Jon Manley,77.11,185.42,190.5,101.7,7,Средний вес,1986-07-07,USA,Adams,America/New_York
1255,Brock Jardine,77.11,180.34,185.42,101.7,7,Средний вес,1985-07-10,Canada,Ontario,America/Boise
1256,Jorge Santiago,77.11,185.42,187.96,101.7,7,Средний вес,1980-10-09,Brazil,,America/Sao_Paulo
1257,Che Mills,77.11,185.42,193.04,101.7,7,Средний вес,1982-09-29,United Kingdom,Gloucester,Europe/London
1258,Matthew Riddle,77.11,185.42,187.96,101.7,7,Средний вес,1986-01-14,,,
1259,Paul Sass,70.31,182.88,185.42,101.7,6,Полусредний вес,1988-08-04,England,Liverpool,Europe/London
1260,Josh Grispi,65.77,180.34,187.96,101.7,4,Полулегкий вес,1988-10-14,USA,Plympton,
1261,Motonobu Tezuka,61.24,170.18,167.64,101.7,4,Полулегкий вес,1987-08-29,Japan,Azumino,Asia/Tokyo
1262,Ulysses Gomez,56.7,167.64,167.64,101.7,2,Наилегчайший вес,1983-05-25,USA,Los Angeles,America/Los_Angeles
1263,Jon Fitch,77.11,182.88,193.04,101.7,7,Средний вес,1978-02-24,USA,Fort Wayne,America/Indiana/Indianapolis
1264,Jay Hieron,77.11,182.88,190.5,101.7,7,Средний вес,1976-07-29,USA,Freeport,America/Chicago
1265,Jacob Volkmann,70.31,175.26,180.34,101.7,6,Полусредний вес,1980-09-05,USA,Fergus Falls,America/Chicago
1266,Mike Stumpf,77.11,177.8,180.34,101.7,7,Средний вес,1986-08-01,USA,Crystal Lake,America/New_York
1267,Vladimir Matyushenko,92.99,182.88,187.96,101.7,8,Полутяжелый вес,1971-01-04,Belarus,,Europe/Minsk
1268,Mike Russow,115.67,185.42,185.42,101.7,9,Тяжелый вес,1976-09-11,USA,Kankakee,America/Chicago
1269,Diego Nunes,65.77,167.64,170.18,101.7,4,Полулегкий вес,1982-11-30,Brazil,Caxias do Sul,America/Sao_Paulo
1270,Pedro Nobre,61.24,165.1,169.0,101.7,4,Полулегкий вес,1986-02-13,Brazil,Rio de Janeiro,America/Sao_Paulo
1271,Wagner Prado,92.99,182.88,187.96,101.7,8,Полутяжелый вес,1986-12-30,Brazil,Campinas,America/Sao_Paulo
1272,CJ Keith,70.31,182.88,185.0,101.7,6,Полусредний вес,1986-08-09,USA,,America/New_York
1273,Byron Bloodworth,61.24,172.72,175.26,101.7,4,Полулегкий вес,1983-08-16,USA,Lynchburg,America/New_York
1274,Manuel Rodriguez,77.11,175.26,172.72,101.7,7,Средний вес,1985-04-25,Australia,,Australia/Brisbane
1275,Nick Penner,92.99,193.04,195.58,101.7,8,Полутяжелый вес,1980-03-26,Canada,Blumenort,America/Montreal
1276,Shane del Rosario,113.4,193.04,193.04,101.7,9,Тяжелый вес,1983-09-23,USA,Laguna Niguel,America/New_York
